Clave|Revista|Color|Tipo de licencia|Acceso|Autoarchivo|Versiones de autoarchivo
220|Direitos Culturais|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
221|Ciencias Administrativas|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
222|GESTO: Revista de Gestão Estratégica de Organizações|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
223|Revista Arbitrada Venezolana del Núcleo Costa Oriental del Lago Impacto Científico|Blanca|Ninguna|Gratuito|No|Desconocido
225|Tópicos, Revista de Filosofía|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
226|Revista Brasileira de Orientação Profissional (RBOP)|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
227|Perseitas|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
228|Revista Tempo e Argumento|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
229|Brazilian Journal of Otorhinolaryngology|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
230|Revista Gestão e Sociedade - GeS|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
231|Revista Facultad Nacional de Agronomía Medellín|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
232|Revista Arbitrada Interdisciplinaria Koinonía|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
233|Sinéctica, revista electrónica de educación|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
234|Todas as Letras - Revista de Língua e Literatura|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
235|Ensino de Ciências e Tecnologia em Revista|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
236|Estudios del Desarrollo Social: Cuba y América Latina|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
237|Nóesis. Revista de Ciencias Sociales y Humanidades|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
238|CES Psicología|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
239|Estudios Gerenciales|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
240|Revista MVZ Córdoba|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
241|Encuentros. Revista de Ciencias Humanas, Teoría Social y Pensamiento Crítico|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
242|Griot : Revista de Filosofia|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
243|Paakat: Revista de Tecnología y Sociedad|Blanca|Ninguna|Gratuito|No|Desconocido
244|Revista Vianna Sapiens|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
245|Revista Mexicana de Ingeniería Biomédica|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
246|Utopia y Praxis Latinoamericana|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
247|Zona Próxima|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
248|CienciaUAT|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
249|Revista Educação em Questão|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
251|Revisa de la Asociación Latinoamericana de Control de Calidad, Patología y Recuperación de la Construcción|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
252|Revista de Arquitectura|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
253|Revista Colombiana de Cirugía|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
254|Revista de Economía del Rosario|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
255|CPU-e, Revista de Investigación Educativa|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
256|Sociologias|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
257|Revista Integración, temas de matemáticas|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
258|Anclajes|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
259|Estudios Sociológicos|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
260|Análisis Económico|Blanca|Ninguna|Gratuito|No|Desconocido
261|Quinto Sol. Revista de Historia|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
262|Estudos de Literatura Brasileira Contemporânea|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
263|Periferia|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
264|Sociológica (México)|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
265|Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
266|REVISTA ESTOMATOLOGIA|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
267|Barataria. Revista Castellano-Manchega de Ciencias Sociales|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
268|Revista Lingüistica y literatura|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
269|Em Questão|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
270|Revista Interuniversitaria de Formación del Profesorado|Azul|Ninguna|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
271|Estudios de Economía|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
272|SMAD. Revista Eletrônica Saúde Mental Álcool e Drogas|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
273|Boletín de la Sociedad Geológica MExicana|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
274|Revista Mad: Revista del Magíster en Análisis Sistémico aplicado a la Sociedad|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
275|Revista Internacional de Medicina y Ciencias de la Actividad Física y el Deporte|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
276|POSTData. Revista de Reflexión y Análisis Político|Blanca|Ninguna|Gratuito|No|Desconocido
277|Ilha do Desterro|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
278|Estudos de lingüística galega|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
279|Nueva Antropología|Azul|Ninguna|Gratuito|Sí|Post-print (versión editorial)
280|RIED. Revista Iberoamericana de Educación a Distancia|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
281|Urbe. Revista Brasileira de Gestão Urbana|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
282|Secuencia. Revista de historia y ciencias sociales|Azul|Atribución-No Comercial - CC BY-NC|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
283|Revista Escuela de Administración de Negocios|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
284|Revista Latinoamericana de Psicología|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
285|Acta Medica Colombiana|Blanca|Ninguna|Gratuito|No|Desconocido
286|Revista Fronteras de la Historia|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
287|RED Revista de Educación a Distancia|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
288|AquaTIC|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
289|Acción Psicológica|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
290|Revista de Investigaciones Agropecuarias -RIA-|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
292|Sexualidad, Salud y Sociedad - Revista Latinoamericana|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
293|Onomázein|Verde|Atribución-Sin Derivadas - CC BY-ND|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
294|Psicologia Clínica|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
295|Ingeniería Revista Académica de la Facultad de Ingeniería Universidad Autónoma de Yucatán|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
296|Trabajo y Sociedad|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
297|Revista Mexicana de Ingeniería Química|Blanca|Ninguna|Gratuito|No|Desconocido
298|Jornal de Pediatria|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
299|Revista Mexicana de Astronomía y Astrofísica|Blanca|Ninguna|Gratuito|No|Desconocido
301|Regae - Revista de Gestão e Avaliação Educacional|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
302|Revista Mexicana de Ciencias Pecuarias|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
303|Archivos Venezolanos de Farmacología y Terapéutica|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
304|Ciência Rural|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
305|Revista Argentina de Ciencias del Comportamiento|Blanca|Ninguna|Gratuito|No|Desconocido
306|Revista de El Colegio de San Luis|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
308|Revista Clínica de Medicina de Familia|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
309|Stomatos|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
310|Revista Iberoamericana de Diagnóstico y Evaluación - e Avaliação Psicológica|Blanca|Ninguna|Gratuito|No|Desconocido
312|REVISTA PSICOLOGIA: CIÊNCIA E PROFISSÃO|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
314|"Revista ""Panorama. Cuba y Salud"""|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
315|Tecnología Química|Azul|Atribución-No Comercial - CC BY-NC|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
316|Revista chilena de investigaciones estéticas, Aisthesis|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
317|Revista electrónica de investigación educativa|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
318|Revista Interamericana de Educación de Adultos|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
319|INSUFICIENCIA CARDIACA|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
321|Ecosistemas y Recursos Agropecuarios|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
322|Revista Mediterránea de Comunicación / Mediterranean Journal of Communication|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
323|European Research on Management and Business Economics|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Pre-print (versión sin evaluar )
324|Education in the Knowledge Society|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
326|Tempo|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
327|INTERIN - Revista do Programa de Pós-Graduação em Comunicação e Linguagens/UTP|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
328|Revista de Biologia Marina y Oceanografía|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
329|RICSH REVISTA IBEROAMERICANA DE LAS CIENCIAS SOCIALES Y HUMANÍSTICAS|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
331|Semina: Ciências Agrárias|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
333|Alteridades|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
334|Alea. Estudos Neolatinos|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
335|Revista Brasileira de Ciências Agrárias - Brazilian Journal of Agricultural Sciences|Blanca|Ninguna|Gratuito|No|Desconocido
336|International Journal of Clinical and Health Psychology|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
337|Revista Prisma Social|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
338|Bragantia|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
339|Revista de Inovação e Sustentabilidade|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
340|Revista Mexicana de Ciencias Agrícolas|Azul|Atribución-No Comercial - CC BY-NC|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
341|Teoría y Praxis|Blanca|Ninguna|Gratuito|No|Desconocido
342|Revista Argentina de Cardiología|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
343|ModaPalavra e-periódico|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
344|Revista Brasileira em Promoção da Saúde|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
345|TecnoLógicas|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
346|Anuario de Historia de la Iglesia|Azul|Atribución-Sin Derivadas - CC BY-ND|Gratuito despues de un embargo|Sí|Post-print (versión editorial)
347|e-balonmano.com: Revista de Ciencias del Deporte|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
348|Latin American Journal of Sedimentology and Basin Analysis|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
349|Ánfora|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
350|Cuadernos Inter.c.a.mbio sobre Centroamérica y el Caribe|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
351|Ecología Aplicada|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
352|PESQUISA BRASILEIRA EM ODONTOPEDIATRIA E CLINICA INTEGRADA|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
353|Revista História da Educação - ASPHE|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
354|Revista Portuguesa de Estudos Regionais|Blanca|Ninguna|Gratuito online - suscripción versión impresa|No|Desconocido
355|Educación XX1|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
357|Perspectivas|Azul|Ninguna|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
358|Revista de Filosofía Diánoia|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
359|Revista Latina de Comunicación Social|Azul|Atribución-Sin Derivadas - CC BY-ND|Gratuito|Sí|Post-print (versión editorial)
360|Biomédica: revista del Instituto Nacional de Salud|Blanca|Ninguna|Gratuito|No|Desconocido
361|Horizonte Médico (Lima)|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
362|Educação (UFSM)|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
363|RUNA, archivo para las ciencias del hombre|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
364|Frontera Norte|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
365|Profesorado.Revista de Currículum y Formación del Profesorado|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
366|Historia Social y de la Educación|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
367|Revista Archivo Médico de Camagüey|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
368|Revista Colombiana de Estadística|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
369|Acta Gastroenterológica Latinoamericana|Blanca|Ninguna|Gratuito|No|Desconocido
370|INTERNATIONAL JOURNAL OF PSYCHOLOGY & PSYCHOLOGICAL THERAPY|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
371|Cinta de Moebio. Revista de Epistemología de Ciencias Sociales|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
372|Psicología, Conocimiento y Sociedad|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
373|Revista Brasileira de Ciências Sociais|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
375|Revista Geográfica Venezolana|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
376|Independent Journal of Management & production|Verde|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
377|Palabra Clave. Revista de Comunicación|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
378|Gestión y Análisis de Políticas Públicas|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
379|Hipogrifo. Revista de literatura y cultura del Siglo de Oro|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
380|Revista de Paz y Conflictos|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
381|Eclética Química Journal|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
383|Trashumante. Revista Americana de Historia Social|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
385|Sapienza Organizacional|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
386|REVISTA VISIÓN GERENCIAL|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
388|Electronic Journal of Research in Educational Psychology|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
389|MHSalud: Revista en Ciencias del Movimiento Humano y Salud|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
390|Telos: Revista de Estudios Interdisciplinarios en Ciencias Sociales|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
391|Procesamiento del Lenguaje Natural|Blanca|Ninguna|Gratuito|No|Desconocido
392|Boletín de arte|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
393|Educação em Revista - UFMG|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
397|Paradoxos|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
398|Revista Ciencias Holguin|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
399|Aquichan|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
400|Antípoda. Revista de Antropología y Arqueología|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
401|Geologica Acta|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
402|COMUNI@CCION: Revista de investigación en comunicación y desarrollo|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
404|Estudos de Psicologia|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
405|Revista Latino-Americana de Enfermagem|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
406|Revista Ciencias Técnicas Agropecuarias|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
407|Educação Unisinos|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
408|Información, cultura y sociedad|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
410|Revista Mexicana de Sociologìa|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
411|Revista Mexicana de Opinión Pública|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
412|Enfermería Universitaria|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
413|Reflexiones|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
414|Revista de Administração FACES Journal|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
415|Revista Brasileira de Gestão e Inovação (Brazilian Journal of Management & Innovation)|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
418|Escritos de Psicología - Psychological Writings|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
419|Revista Enfoque: Reflexão Contábil|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar )
420|Investigación y Ciencia de la Universidad Autónoma de Aguascalientes|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
421|Revista Facultad Nacional de Salud Pública|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
422|Historia|Blanca|Ninguna|Gratuito online - suscripción versión impresa|No|Desconocido
424|RELIEVE - Revista Electrónica de Investigación y Evaluación Educativa|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
425|Agronomia Costarricense|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
426|Revista de Investigación y Cultura UCV HACER|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
427|Revista Brasileira de Ciências do Esporte|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
428|Textos & Contextos (Porto Alegre)|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
429|Revista Brasileira de Política Internacional|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
430|ICIDCA sobre los derivados de la caña de azúcar|Blanca|Ninguna|Gratuito|No|Desconocido
431|Cuadernos Geográficos de la Universidad de Granada|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
432|revista Ciencia e Ingeniería|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
433|SOCIEDADE E ESTADO|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
434|Motricidade|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
435|Medicina UPB|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
436|Escola Anna Nery Revista de Enfermagem|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
437|PSICOGENTE|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
438|Revista Direito e Práxis|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
439|Liberabit. Revista Peruana de Psicología|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
440|Íconos, Revista de Ciencias Sociales|Azul|Atribución-Sin Derivadas - CC BY-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
441|Therya|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
443|Praxis educativa|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
445|ATENAS. Revista Científico Pedagógica|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
446|Revista Cubana de Química|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
447|Revista Facultad de Ingeniería, Universidad de Antioquia|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
448|Cuicuilco Revista de Ciencias Antropológicas|Blanca|Ninguna|Gratuito|No|Desconocido
449|ENTRAMADO|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
450|methaodos.revista de ciencias sociales|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
451|Revista Médica del Instituto Mexicano del Seguro Social|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
452|TURISMO: VISÃO E AÇÃO|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
453|Ciências Sociais Unisinos|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
454|Revista de Investigaciones Políticas y Sociológicas|Blanca|Ninguna|Gratuito|No|Desconocido
